student_id,age,gender,department,study_hours,attendance,sleep_hours,previous_gpa,assignments_completed,internet_hours,extracurricular_hours,monthly_expense,parent_education,part_time_job,exam_score
264,24,Male,ECE,4.6,66.63,8.36,3.3,8,0.5,0.14,26179.44,Bachelor,No,100.0
265,23,Male,CSE,2.88,74.33,7.3,3.02,9,2.77,2.8,12162.66,Master,No,100.0
266,23,Other,CSE,5.18,75.47,8.04,1.83,4,1.05,0.91,29197.68,Master,No,91.32
267,19,Male,CSE,6.48,72.21,8.7,3.63,9,5.6,0.0,9402.45,Master,No,100.0
268,25,Male,CSE,9.44,89.33,6.07,2.95,10,4.91,3.78,18260.36,School,Yes,100.0
269,18,Female,MECH,5.95,69.52,7.93,3.39,5,3.72,3.31,17215.07,Bachelor,Yes,100.0
270,21,Female,ECE,7.4,70.44,5.15,3.48,7,3.87,0.82,18597.16,Bachelor,No,100.0
271,24,Female,AIML,9.32,64.38,7.67,2.78,3,2.21,2.53,8365.91,Bachelor,Yes,100.0
272,23,Female,EEE,1.13,94.39,8.66,3.0,3,5.42,3.44,22641.86,Bachelor,No,100.0
273,18,Female,CSE,3.62,80.28,8.25,3.03,5,4.63,5.12,27808.14,PhD,No,100.0
274,25,Male,ECE,4.01,65.51,5.92,3.75,9,4.43,2.78,14832.79,School,No,100.0
275,25,Male,EEE,8.91,90.27,7.47,4.0,6,3.19,0.16,22589.47,Bachelor,Yes,100.0
276,22,Female,AIML,3.46,91.67,7.14,3.46,2,2.92,3.01,15348.74,Bachelor,No,100.0
277,25,Female,AIML,1.99,79.94,7.84,2.44,7,4.62,4.3,13363.91,Master,Yes,96.33
278,18,Female,AIML,8.19,72.62,7.55,2.69,5,2.92,3.07,16813.97,Master,No,100.0
279,22,Female,AIML,4.89,64.88,6.85,3.59,10,4.22,4.34,21304.66,Bachelor,No,100.0
280,25,Female,CSE,5.21,67.75,7.11,2.62,7,7.11,2.61,14107.94,Master,No,100.0
281,25,Male,AIML,4.36,66.18,8.07,3.24,4,3.12,2.7,10792.61,Master,Yes,100.0
282,18,Male,MECH,3.83,75.6,8.65,2.87,9,2.22,2.28,11301.26,Bachelor,No,100.0
283,25,Male,ECE,6.81,76.65,6.84,2.66,9,2.77,1.98,15439.45,Bachelor,No,100.0
284,21,Male,ECE,8.2,74.0,6.41,3.61,9,2.4,2.91,23773.82,Master,No,100.0
285,24,Male,AIML,8.43,78.55,6.25,2.32,10,9.23,3.52,20075.77,School,No,100.0
286,24,Male,MECH,2.32,91.38,7.04,3.54,7,7.59,3.62,14323.62,Bachelor,Yes,100.0
287,24,Female,EEE,6.85,83.18,7.54,2.28,10,3.03,2.88,22635.55,School,No,100.0
288,18,Female,ECE,8.75,49.28,6.73,2.93,5,5.69,0.64,14359.23,School,No,100.0
289,23,Female,AIML,5.17,70.13,7.53,2.7,8,3.25,1.6,17505.32,Bachelor,No,100.0
290,19,Female,AIML,6.68,92.2,8.99,3.41,4,3.18,3.91,35237.58,Master,No,100.0
291,21,Female,AIML,5.06,69.36,7.36,3.44,3,1.74,3.59,23920.33,School,No,100.0
292,21,Male,MECH,4.87,89.63,7.26,2.03,9,5.88,3.51,20217.44,School,No,100.0
293,24,Female,MECH,2.19,81.25,8.81,2.86,3,4.42,1.22,17103.3,School,No,100.0
294,18,Female,EEE,10.21,85.59,7.04,3.2,6,3.69,4.8,12939.09,Master,No,100.0
295,24,Male,EEE,5.03,70.95,7.04,2.76,10,3.51,5.54,24660.49,School,No,100.0
296,20,Other,MECH,8.54,71.64,6.89,2.54,8,8.46,2.74,9843.72,Bachelor,No,100.0
297,24,Female,EEE,2.15,49.02,7.44,3.24,8,1.02,1.08,16054.87,Master,No,89.9
298,19,Male,CSE,7.08,89.8,6.28,3.32,2,4.16,3.76,9279.28,School,No,100.0
299,22,Male,ECE,5.44,90.86,8.09,,8,5.26,1.84,16689.18,Master,No,100.0
300,22,Female,ECE,2.93,66.35,5.34,2.69,10,4.07,4.24,24898.05,PhD,Yes,91.53
301,23,Male,CSE,7.78,67.77,5.76,2.88,3,4.53,2.79,18633.59,Bachelor,Yes,95.3
302,23,Male,ECE,4.66,86.08,6.82,2.7,2,5.82,3.92,11596.41,Bachelor,Yes,92.5
303,19,Female,AIML,4.19,100.0,9.32,3.14,6,3.16,4.16,28359.73,Bachelor,No,100.0
304,18,Female,ECE,5.55,100.0,7.12,3.61,9,4.01,3.67,10331.0,Bachelor,No,100.0
305,25,Female,AIML,5.07,61.76,8.2,4.0,5,2.55,3.81,8293.99,Bachelor,Yes,100.0
306,25,Female,ECE,5.53,96.75,4.56,1.9,7,3.25,1.94,16516.57,Master,No,100.0
307,18,Other,EEE,7.44,73.38,7.34,2.24,7,2.9,4.54,28470.11,Bachelor,No,100.0
308,19,Male,AIML,5.8,83.33,7.05,3.03,5,1.26,2.11,25413.43,Master,Yes,100.0
309,21,Female,ECE,3.61,75.53,6.92,2.82,9,3.35,3.22,22465.49,Master,Yes,100.0
310,22,Female,CSE,9.32,62.41,6.38,3.21,8,0.5,2.94,24023.0,School,Yes,100.0
311,21,Male,AIML,9.72,67.9,5.58,3.09,9,3.47,1.29,18324.08,Bachelor,Yes,100.0
312,23,Other,ECE,4.32,96.26,6.33,3.29,2,2.63,2.21,27638.34,Master,Yes,93.16
313,21,Female,ECE,1.0,82.76,4.11,2.97,9,2.05,3.05,21204.05,Bachelor,No,86.49
314,23,Female,CSE,7.0,57.51,5.95,2.27,6,0.5,2.16,18937.0,Bachelor,Yes,92.88
315,23,Male,AIML,4.98,84.09,5.24,2.66,3,5.56,4.12,23520.15,Bachelor,No,96.0
316,24,Female,CSE,6.35,94.47,8.22,2.31,2,4.78,1.76,17941.4,Bachelor,Yes,93.53
317,20,Female,MECH,4.79,76.01,5.48,2.89,2,6.71,2.88,11382.74,School,No,100.0
318,20,Female,ECE,9.15,96.47,7.45,3.17,6,3.18,2.02,11737.18,Bachelor,Yes,100.0
319,21,Female,ECE,4.55,79.42,8.05,3.33,7,6.63,2.16,16606.9,Bachelor,No,100.0
320,19,Male,MECH,7.37,71.24,6.0,2.85,8,3.34,2.45,7897.6,Master,Yes,100.0
321,20,Female,MECH,7.47,83.04,5.56,3.27,4,0.5,4.94,21292.93,Bachelor,No,100.0
322,24,Male,EEE,9.33,75.35,6.9,1.7,10,4.78,0.0,18155.46,Bachelor,Yes,100.0
323,23,Female,AIML,5.82,70.29,8.11,2.92,10,,0.0,14064.89,School,No,100.0
324,25,Female,AIML,4.85,79.86,7.07,2.72,8,4.18,3.74,14193.92,Master,No,100.0
325,25,Male,CSE,5.24,77.91,6.73,3.56,2,7.18,2.6,27965.97,Bachelor,No,100.0
326,21,Male,EEE,8.66,92.22,10.0,3.37,9,3.77,3.08,22064.66,School,No,100.0
327,19,Female,AIML,9.11,62.75,7.22,2.7,2,7.7,3.05,13659.46,Bachelor,No,100.0
328,19,Male,AIML,10.03,60.58,6.77,3.36,5,0.95,0.16,14000.43,PhD,No,100.0
329,19,Male,MECH,5.34,72.82,7.92,3.36,10,5.01,2.11,20988.46,School,No,100.0
330,25,Female,AIML,6.22,71.96,7.5,1.87,4,2.33,3.53,19475.01,Master,No,98.04
331,19,Male,MECH,7.14,78.81,8.11,2.65,3,4.91,2.43,14609.96,Bachelor,No,100.0
332,24,Male,CSE,6.43,77.06,4.96,3.72,6,3.36,3.03,10857.88,Master,Yes,100.0
333,24,Female,EEE,9.33,73.44,6.81,2.65,2,2.55,4.52,22853.22,Bachelor,No,100.0
334,24,Male,CSE,9.04,65.42,7.86,2.35,2,6.35,0.0,8259.47,PhD,No,100.0
335,19,Female,EEE,8.16,87.64,5.97,3.01,8,3.88,1.02,15910.39,Master,Yes,100.0
336,22,Female,ECE,5.86,78.02,7.91,2.53,2,6.42,4.48,15637.01,Master,Yes,98.54
337,20,Male,CSE,5.62,60.5,7.57,3.42,2,6.3,3.37,28634.22,Bachelor,No,93.76
338,22,Female,CSE,5.93,85.32,7.53,3.11,4,1.13,3.35,13449.71,Bachelor,Yes,100.0
339,23,Female,AIML,7.05,87.2,5.67,2.98,3,1.7,1.9,20680.12,School,No,100.0
340,22,Female,EEE,9.95,78.48,5.33,2.53,6,4.89,1.91,22510.33,School,No,100.0
341,23,Male,AIML,7.93,82.62,5.62,3.15,10,2.63,3.79,14865.57,Master,No,100.0
342,25,Male,EEE,4.13,85.84,5.98,2.7,3,4.47,3.22,21085.69,Master,No,90.31
343,19,Male,EEE,4.65,67.81,7.46,3.71,7,1.81,2.61,23529.87,Master,No,100.0
344,18,Male,AIML,5.56,73.64,6.37,3.03,8,2.48,2.37,17707.23,PhD,No,100.0
345,23,Female,MECH,9.07,100.0,6.2,4.0,4,4.83,2.63,5000.0,Bachelor,Yes,100.0
346,22,Female,ECE,7.85,63.48,4.16,2.86,6,3.71,3.58,21977.57,Master,No,97.4
347,20,Male,AIML,8.37,80.69,5.16,3.14,6,5.37,4.02,14090.73,Master,Yes,100.0
348,21,Female,ECE,5.26,61.48,6.8,2.48,5,1.31,4.89,30738.48,Master,No,98.15
349,19,Male,ECE,3.31,86.82,4.55,3.12,7,4.51,2.36,7761.9,Bachelor,No,100.0
350,20,Female,AIML,5.7,89.84,6.74,2.67,3,2.64,0.74,8537.46,Bachelor,No,92.61
351,24,Male,AIML,7.44,91.4,6.88,2.79,9,1.97,3.88,26647.52,,Yes,100.0
352,19,Female,CSE,8.93,77.76,9.34,3.33,3,6.03,2.51,10541.5,Master,No,100.0
353,25,Male,AIML,7.37,79.36,6.14,3.27,7,2.93,2.56,16075.77,Bachelor,Yes,100.0
354,24,Male,EEE,8.04,72.74,8.83,3.69,2,5.83,1.18,19436.0,Bachelor,No,100.0
355,23,Female,CSE,5.34,80.36,8.46,3.42,8,7.34,3.22,18027.42,Bachelor,No,100.0
356,18,Female,ECE,5.54,87.56,6.85,2.86,3,5.86,2.35,30426.69,Bachelor,No,100.0
357,23,Male,AIML,6.43,60.89,6.25,3.41,4,2.74,4.05,13845.11,Bachelor,Yes,100.0
358,23,Male,EEE,5.32,91.56,6.23,2.53,4,3.7,3.49,14709.32,Bachelor,No,99.5
359,19,Male,CSE,6.96,76.36,5.74,3.09,8,4.36,0.54,33304.26,Master,No,100.0
360,22,Male,ECE,6.87,70.57,5.98,3.4,9,5.07,1.68,20653.27,School,No,100.0
361,21,Male,EEE,3.85,86.74,6.93,2.79,2,4.29,3.7,28638.54,Bachelor,No,97.6
362,20,Male,MECH,9.4,79.19,8.43,2.1,8,5.56,3.5,16019.81,Bachelor,Yes,100.0
363,21,Male,ECE,4.26,81.46,4.95,2.81,4,0.91,1.65,21814.91,Bachelor,Yes,96.01
364,18,Female,ECE,8.33,92.06,6.87,2.26,9,3.41,3.87,23928.93,School,No,100.0
365,24,Female,CSE,4.86,60.51,7.69,2.1,4,4.06,4.69,23100.38,Master,No,87.94
366,18,Female,CSE,6.46,65.22,5.98,2.57,2,5.61,3.9,6977.07,Master,No,96.55
367,24,Male,AIML,6.01,63.76,6.42,3.22,3,2.93,1.5,13667.58,Bachelor,No,99.86
368,18,Female,MECH,2.16,86.18,5.43,3.15,7,3.08,2.94,21593.89,School,No,98.24
369,21,Male,EEE,6.88,76.0,6.63,3.21,7,4.75,0.36,24826.53,School,No,100.0
370,25,Female,AIML,3.68,83.56,5.6,2.86,9,3.38,3.76,8815.6,Master,Yes,94.64
371,18,Other,CSE,1.0,78.16,7.13,3.74,9,2.93,0.3,13870.83,School,Yes,100.0
372,22,Female,ECE,8.84,89.95,6.88,2.5,2,0.5,3.42,26879.49,Bachelor,No,100.0
373,18,Male,CSE,4.68,82.28,6.55,2.39,3,4.15,3.72,23097.25,Master,No,83.35
374,20,Male,AIML,2.1,64.6,5.77,2.98,6,0.5,2.63,21110.12,School,No,97.11
375,20,Female,CSE,12.0,63.25,6.31,2.26,10,3.76,0.79,16884.96,Bachelor,No,100.0
376,20,Female,MECH,8.33,89.73,5.65,2.76,4,2.61,1.23,25398.77,Bachelor,No,100.0
377,22,Female,CSE,5.41,70.74,7.71,3.13,3,1.58,3.75,30081.39,Bachelor,No,95.37
378,21,Female,ECE,4.5,85.31,,2.98,7,4.22,2.97,27965.73,Master,No,100.0
379,18,Female,EEE,7.28,73.12,7.94,3.73,7,6.72,0.91,15978.69,PhD,Yes,100.0
380,21,Female,ECE,1.19,69.74,7.78,2.79,2,3.64,2.79,24743.47,Master,No,82.44
381,23,Male,ECE,3.93,81.61,5.94,3.46,5,6.05,3.23,14869.33,Master,No,100.0
382,24,Male,EEE,5.01,85.97,6.27,2.31,10,0.99,1.49,21215.9,School,Yes,100.0
383,23,Male,EEE,6.72,83.83,6.25,2.96,3,3.16,2.13,12704.84,School,Yes,100.0
384,24,Male,AIML,8.7,79.95,8.02,3.49,7,5.56,3.82,10994.36,Bachelor,Yes,100.0
385,18,Male,EEE,6.87,86.62,8.14,3.72,8,4.54,0.92,25791.32,School,No,100.0
386,24,Female,ECE,6.93,79.03,4.07,3.04,2,4.26,3.17,16871.73,School,Yes,88.79
387,24,Male,CSE,4.34,86.94,6.92,2.72,5,2.9,4.78,19116.82,Bachelor,Yes,100.0
388,19,Female,CSE,5.34,81.03,7.73,2.27,9,3.25,2.51,32727.77,Bachelor,No,100.0
389,23,Male,EEE,9.4,81.71,7.86,3.74,7,2.9,0.0,23489.96,Bachelor,No,100.0
390,21,Female,MECH,7.02,93.12,7.82,3.37,10,3.75,2.08,38010.0,Bachelor,Yes,100.0
391,20,Male,CSE,5.3,77.15,9.21,2.33,8,4.57,3.53,13086.24,Bachelor,Yes,100.0
392,18,Male,CSE,7.15,67.78,7.87,3.95,9,3.71,4.73,6993.02,Bachelor,No,100.0
393,23,Female,CSE,4.94,78.7,4.22,2.66,6,3.82,4.34,9799.43,Master,No,100.0
394,23,Male,ECE,6.68,57.03,5.95,2.2,4,3.64,3.85,10716.83,Bachelor,No,85.87
395,20,Female,ECE,4.85,96.42,3.5,3.27,2,4.71,1.85,16501.83,Bachelor,No,100.0
396,20,Male,CSE,10.48,85.99,6.22,2.99,2,5.74,3.79,8672.0,School,No,100.0
397,19,Female,ECE,3.54,71.63,9.14,3.51,2,3.98,2.32,9135.7,Master,No,100.0
398,23,Male,ECE,6.01,93.43,5.88,2.8,9,5.76,1.53,18783.07,Master,Yes,100.0
399,23,Female,CSE,6.67,100.0,6.47,2.43,6,4.07,3.1,20764.86,PhD,No,100.0
400,20,Female,EEE,9.29,70.63,6.92,2.14,3,2.93,1.89,25626.43,Bachelor,No,95.3
401,22,Male,ECE,3.46,72.3,10.0,2.9,10,3.43,3.34,28546.04,Bachelor,No,100.0
402,24,Female,AIML,4.97,85.57,6.59,2.35,5,5.71,3.49,19129.76,PhD,Yes,95.82
403,18,Female,MECH,6.29,56.93,7.88,3.28,8,2.47,2.08,7074.26,Bachelor,No,100.0
404,21,Female,EEE,8.5,99.1,7.43,3.14,2,5.11,0.0,13184.32,Master,No,100.0
405,23,Female,CSE,11.95,72.98,6.39,3.41,2,5.38,2.34,17086.84,School,No,100.0
406,20,Female,AIML,4.87,75.94,5.88,2.45,2,7.16,3.73,14289.04,Bachelor,No,100.0
407,19,Male,ECE,5.73,79.87,6.24,3.54,6,5.72,1.64,14622.29,Bachelor,Yes,100.0
408,22,Male,EEE,11.01,74.69,6.53,2.73,7,4.58,2.14,25123.63,Bachelor,Yes,100.0
409,20,Male,AIML,6.49,68.86,4.82,2.66,9,3.14,3.48,9349.39,Bachelor,No,100.0
410,24,Male,AIML,4.02,77.56,6.3,3.57,3,5.47,1.63,5931.28,Master,No,100.0
411,19,Female,CSE,7.49,87.03,5.27,2.99,6,2.62,0.38,14412.49,Master,Yes,100.0
412,25,Female,AIML,6.47,71.16,6.26,3.6,6,2.21,3.14,21655.11,Bachelor,Yes,100.0
413,24,Other,CSE,4.38,78.22,5.36,2.8,6,4.35,4.23,21217.92,Bachelor,No,100.0
414,24,Male,CSE,7.87,67.55,7.01,2.04,5,2.46,1.38,22094.19,Master,Yes,95.55
415,21,Female,ECE,7.61,77.41,5.95,2.67,8,2.73,1.3,6710.34,Master,No,100.0
416,20,Male,AIML,5.28,76.13,9.08,1.91,3,3.81,2.12,21515.54,Bachelor,Yes,95.99
417,23,Male,AIML,8.92,76.99,5.94,3.01,6,5.98,0.59,21785.58,Bachelor,No,100.0
418,21,Other,ECE,2.97,76.95,6.13,3.79,5,3.33,1.4,30055.3,Bachelor,No,100.0
419,18,Male,AIML,5.91,76.55,7.64,3.54,2,2.2,1.73,23037.8,Bachelor,No,100.0
420,20,Male,MECH,6.35,69.18,9.01,2.05,9,3.51,5.43,18557.85,Bachelor,No,100.0
421,25,Female,MECH,9.51,59.2,7.31,3.23,10,1.78,5.17,11808.2,School,No,100.0
422,20,Male,MECH,4.59,81.6,7.15,3.29,10,3.29,3.44,12523.71,Bachelor,No,100.0
423,19,Female,AIML,7.43,70.82,7.51,3.23,3,0.5,2.41,20736.44,Bachelor,Yes,100.0
424,24,Female,AIML,7.52,75.55,6.98,2.88,5,5.2,0.78,26306.44,School,Yes,99.72
425,23,Female,CSE,8.19,53.62,6.3,3.39,4,4.24,3.75,26924.65,Bachelor,Yes,96.0
426,20,Male,AIML,7.71,79.16,7.93,4.0,9,7.03,2.0,18686.85,Master,No,100.0
427,19,Female,CSE,7.38,67.35,5.67,3.62,6,9.05,3.13,27524.27,School,No,100.0
428,18,Female,ECE,5.39,92.98,6.5,3.71,5,1.88,2.43,17879.04,Master,Yes,100.0
429,21,Female,EEE,7.75,83.32,5.38,2.8,7,5.34,1.66,22317.31,PhD,No,100.0
430,19,Female,AIML,8.01,96.65,4.42,3.3,6,3.96,3.07,24292.06,Master,No,100.0
431,24,Male,ECE,9.19,64.81,7.79,2.4,8,0.84,1.92,9242.4,Bachelor,No,100.0
432,23,Female,CSE,3.86,71.01,6.73,2.6,5,0.5,2.17,17026.22,Master,No,87.92
433,25,Male,CSE,4.8,81.41,6.61,2.98,10,3.57,3.72,29622.58,Bachelor,No,100.0
434,18,Male,AIML,6.9,90.05,7.65,3.34,6,2.91,2.97,14499.89,Bachelor,No,100.0
435,22,Male,CSE,7.11,73.63,6.27,2.25,3,4.91,2.21,18919.11,Master,No,98.56
436,21,Male,ECE,7.26,81.4,5.9,3.06,2,3.98,6.08,12539.74,School,No,100.0
437,21,Male,AIML,4.42,70.93,7.25,3.92,9,5.27,3.02,25027.54,PhD,No,100.0
438,23,Male,ECE,4.39,69.67,6.89,2.22,7,4.03,2.67,7169.28,Master,No,93.29
439,18,Male,CSE,6.2,63.63,4.3,2.76,3,2.46,2.46,21139.72,Bachelor,No,92.03
440,22,Male,MECH,10.42,95.99,8.77,3.9,8,4.75,3.4,20660.16,Bachelor,No,100.0
441,24,Male,CSE,4.72,68.39,9.83,3.15,4,6.45,4.47,23200.74,Bachelor,No,100.0
442,25,Female,EEE,2.88,68.08,6.76,2.99,3,7.45,0.0,12085.51,Master,No,95.92
443,23,Male,CSE,6.14,70.87,6.21,3.06,6,2.03,1.83,14000.69,Bachelor,No,100.0
444,20,Male,CSE,6.55,70.32,6.19,2.66,4,3.97,1.48,15198.86,Master,No,100.0
445,19,Female,EEE,7.56,81.8,6.72,,7,2.99,2.55,23047.19,Bachelor,No,100.0
446,18,Male,EEE,1.0,62.12,7.76,2.73,5,4.6,2.84,20600.4,PhD,No,80.04
447,23,Male,CSE,1.37,65.65,7.53,2.87,8,5.92,3.95,17376.12,School,No,96.81
448,20,Male,ECE,8.61,60.24,5.59,2.64,5,7.4,0.0,27217.97,Bachelor,No,100.0
449,23,Male,CSE,3.73,76.75,5.54,3.36,5,3.27,2.22,24381.25,Master,No,98.52
450,19,Male,AIML,8.54,72.02,10.0,2.71,10,2.09,0.86,29728.04,Master,Yes,100.0
451,20,Male,CSE,5.69,57.77,5.72,2.72,10,3.5,4.79,11232.38,Bachelor,No,100.0
452,21,Female,ECE,6.31,63.48,8.33,2.84,6,6.39,1.84,22280.72,Master,Yes,100.0
453,25,Male,AIML,4.14,76.2,5.59,3.23,10,0.5,0.0,22573.82,PhD,No,96.8
454,18,Other,AIML,6.32,86.07,7.72,2.27,7,2.26,3.59,17875.46,Bachelor,No,100.0
455,18,Female,CSE,1.5,83.65,8.64,2.72,8,5.58,5.48,16487.27,Master,No,100.0
456,21,Male,ECE,5.55,84.64,8.0,3.12,6,4.05,2.29,21425.85,School,No,100.0
457,21,Female,AIML,6.66,81.89,9.45,3.25,10,5.17,0.56,21883.41,Bachelor,Yes,100.0
458,18,Male,EEE,7.26,69.87,6.44,2.5,5,3.7,4.0,15330.88,Master,No,100.0
459,22,Female,ECE,5.03,74.65,8.63,3.22,9,4.88,2.74,8422.57,Bachelor,No,100.0
460,20,Female,CSE,7.61,81.89,8.65,3.23,6,6.31,2.33,12713.23,Master,Yes,100.0
461,21,Female,MECH,10.15,68.65,5.44,2.55,9,5.76,3.97,9444.34,PhD,Yes,100.0
462,22,Male,ECE,6.95,79.92,8.63,3.55,5,2.65,1.78,14048.32,Master,No,100.0
463,19,Female,CSE,4.51,97.08,6.84,2.37,6,0.5,4.61,21590.56,Bachelor,Yes,100.0
464,20,Male,CSE,6.51,69.61,6.29,2.42,2,4.44,0.34,15032.27,Bachelor,No,100.0
465,23,Male,AIML,4.72,90.77,6.87,2.95,8,4.9,2.04,22444.39,Master,No,100.0
466,24,Female,ECE,9.67,65.97,7.92,3.32,10,3.47,2.81,16306.14,Bachelor,No,100.0
467,18,Male,MECH,6.15,84.43,7.76,3.2,2,2.86,0.0,15454.93,Bachelor,Yes,97.83
468,23,Male,ECE,4.89,59.85,8.28,3.8,10,4.84,0.8,6773.89,Bachelor,Yes,100.0
469,18,Male,MECH,4.27,62.14,5.57,4.0,10,3.3,4.57,13151.11,Bachelor,No,100.0
470,18,Female,EEE,2.56,85.49,5.12,3.56,4,4.53,5.45,19362.13,Bachelor,No,89.82
471,20,Male,CSE,7.52,95.98,8.16,3.21,7,3.61,2.0,9573.26,Bachelor,No,100.0
472,21,Female,CSE,3.36,84.75,8.03,3.5,3,3.31,1.54,12038.33,Master,No,100.0
473,22,Female,ECE,7.15,83.77,7.4,3.59,4,3.58,5.33,20570.15,Bachelor,No,100.0
474,25,Female,MECH,8.42,91.05,5.62,2.34,9,6.52,5.43,18765.11,Master,No,100.0
475,18,Male,CSE,6.63,88.83,9.01,1.84,3,2.34,1.28,23256.34,Master,Yes,94.08
476,25,Female,ECE,5.28,78.92,6.47,3.21,9,4.4,0.29,5302.29,Bachelor,No,100.0
477,18,Male,AIML,9.38,82.55,5.77,2.83,3,0.56,3.35,19486.72,Master,No,100.0
478,22,Female,AIML,6.34,80.69,7.53,3.23,3,4.24,1.99,20016.25,PhD,Yes,100.0
479,21,Female,AIML,7.21,83.59,7.3,4.0,2,6.62,2.9,15994.46,School,No,100.0
480,24,Female,ECE,5.72,83.55,3.91,3.45,4,5.27,2.09,25945.05,Bachelor,Yes,100.0
481,22,Male,MECH,10.25,68.31,7.73,2.93,8,5.54,3.71,24779.07,Master,No,100.0
482,24,Male,EEE,6.33,78.89,6.38,2.52,5,4.54,3.27,19997.78,School,No,100.0
483,22,Female,EEE,7.45,70.3,7.93,3.69,2,5.13,3.28,27504.25,Bachelor,No,100.0
484,22,Female,EEE,8.45,64.32,8.07,2.13,6,3.01,2.18,9981.58,Bachelor,Yes,91.32
485,25,Female,CSE,3.47,93.58,7.37,2.83,5,1.96,2.3,26587.98,Bachelor,Yes,97.56
486,23,Female,AIML,6.26,70.35,8.07,2.61,2,5.42,3.81,17930.53,School,No,100.0
487,18,Female,AIML,10.33,91.01,8.26,3.43,2,3.53,3.84,32856.63,School,No,100.0
488,18,Female,ECE,2.24,84.93,6.45,2.98,10,3.1,3.32,15804.31,Bachelor,No,98.04
489,21,Female,CSE,5.26,84.74,7.14,2.55,4,2.96,3.34,14427.26,School,Yes,100.0
490,19,Male,MECH,8.06,85.13,5.8,2.63,8,3.26,0.2,18911.34,Master,Yes,100.0
491,18,Male,AIML,7.13,65.35,6.51,3.4,4,4.82,3.06,19882.44,Bachelor,No,100.0
492,23,Female,CSE,7.85,99.74,6.13,3.92,7,5.23,0.53,16132.88,Bachelor,No,100.0
493,21,Female,CSE,4.95,88.26,6.25,2.32,2,2.93,3.52,18812.01,Bachelor,No,91.6
494,21,Female,EEE,6.3,85.06,8.1,2.55,6,1.89,1.26,6889.13,Bachelor,No,100.0
495,25,Male,ECE,6.61,73.44,8.96,3.21,10,2.18,3.4,5981.83,PhD,Yes,100.0
496,25,Male,ECE,7.27,88.59,5.75,3.21,10,7.28,1.18,24904.32,Master,No,100.0
497,19,Male,MECH,3.46,70.17,6.94,3.62,2,4.97,2.15,5000.0,Master,Yes,91.43
498,20,Female,ECE,5.48,87.4,6.73,2.59,10,1.78,2.7,20027.48,Bachelor,No,100.0
499,19,Female,CSE,6.22,80.44,6.24,3.52,2,5.99,0.81,25125.74,Bachelor,No,100.0
500,24,Male,ECE,2.55,64.43,6.01,3.08,9,3.43,1.93,28301.3,Master,Yes,89.5
